"id","created_at","pick_up_time","guid","quoted_delivery_time","company_id","should_hold_at_airlines"
9743,"2019-09-20 20:13:32.96807","2019-09-20 20:13:32.922063","AT3J2ZNKT9","2019-09-20 22:29:28",376,FALSE
9742,"2019-09-20 20:11:19.080446","2019-09-20 20:11:19.044987","ATPRKGRFTG","2019-09-20 22:27:15",376,FALSE
9741,"2019-09-20 20:04:10.6587","2019-09-20 20:04:00","ATZ69FM2NN","2019-09-20 21:59:19",376,FALSE
9740,"2019-09-20 20:00:39.232927","2019-09-20 20:00:39.087681","AT4T2MMA3M","2019-09-20 22:16:24",376,FALSE
9739,"2019-09-20 19:58:18.929657","2019-09-20 19:58:18.890293","ATX4XRTCX3","2019-09-21 14:05:16",376,FALSE
9738,"2019-09-20 19:52:33.842867","2019-09-20 19:52:33.78611","AT73K3MXA4","2019-09-21 11:43:55",375,FALSE
9737,"2019-09-20 19:38:05.336689","2019-09-20 19:38:04.792351","ATH94MXG4R","2019-09-21 11:43:00",375,FALSE
9736,"2019-09-20 19:31:55.559035","2019-09-20 19:31:55.465708","ATJ6CZ6G99","2019-09-20 23:24:31",375,FALSE
9735,"2019-09-20 18:54:29.371534","2019-09-20 18:54:29.325381","ATGKPNYJ6Z","2019-09-21 03:35:49",360,FALSE
9734,"2019-09-20 17:50:22.2221","2019-09-20 17:50:22.173637","ATXCE9CM7Z","2019-09-21 01:36:39",360,FALSE
9733,"2019-09-20 17:44:36.267541","2019-09-20 17:44:36.220077","ATDTEJGPFD","2019-09-20 21:13:26",364,FALSE
9732,"2019-09-20 17:10:28.150596","2019-09-20 17:10:27.575481","AT4XJ4XATD","2019-09-21 02:44:13",363,FALSE
9731,"2019-09-20 15:00:34.15152","2019-09-20 15:00:34.102387","ATJMKN7JMP","2019-09-20 17:04:12",324,FALSE
9730,"2019-09-20 14:55:04.606351","2019-09-20 14:55:04.547956","ATX7ME94XH","2019-09-21 01:26:18",208,FALSE
9729,"2019-09-19 22:37:28.687078","2019-09-19 22:37:28.380643","ATJY7ZFN9N","2019-09-20 17:19:14",211,FALSE
9728,"2019-09-19 20:10:02.055824","2019-09-19 20:10:01.575752","ATH9PP3JHJ","2019-09-20 05:37:10",196,FALSE
9727,"2019-09-19 19:44:52.429252","2019-09-19 19:44:52.387325","ATA379XR7E","2019-09-20 07:49:04",41,FALSE
9726,"2019-09-19 19:14:40.340769","2019-09-19 19:14:39.797909","ATZYR2CP2M","2019-09-20 04:05:55",360,FALSE
9725,"2019-09-19 18:47:22.196904","2019-09-19 18:47:22.163807","ATEYJ92A43","2019-09-20 04:12:20",360,FALSE
9724,"2019-09-19 18:14:57.478036","2019-09-19 18:14:57.429201","ATPZC4K3YX","2019-09-20 04:37:07",365,FALSE
9723,"2019-09-19 17:56:12.267646","2019-09-19 17:56:12.212851","AT6DCM9AFZ","2019-09-20 04:37:07",365,FALSE
9722,"2019-09-19 16:05:07.218281","2019-09-19 16:05:07.166427","AT4Z6W4P7E","2019-09-19 18:52:52",208,FALSE
9721,"2019-09-19 15:27:44.572898","2019-09-19 15:27:44.52556","ATAN7G6X46","2019-09-20 04:31:16",231,FALSE
9720,"2019-09-19 15:17:08.760882","2019-09-19 15:17:08.704268","ATAAJX3H6R","2019-09-20 00:35:55",360,FALSE
9719,"2019-09-19 14:27:51.868902","2019-09-19 14:27:51.780686","ATWWPA9XYC","2019-09-19 23:04:07",364,FALSE
9718,"2019-09-18 22:50:02.023509","2019-09-18 22:50:01.986685","ATJF7462RG","2019-09-19 09:35:49",317,FALSE
9717,"2019-09-18 22:46:32.803626","2019-09-18 22:46:32.756139","ATAZ9G3KW2","2019-09-19 01:37:03",317,FALSE
9716,"2019-09-18 22:28:20.210209","2019-09-18 22:28:20.121487","ATK2WWKWT7","2019-09-19 08:35:49",317,FALSE
9715,"2019-09-18 20:22:52.17189","2019-09-18 20:22:52.134339","ATHEW9CNPA","2019-09-19 04:45:16",360,FALSE
9714,"2019-09-18 18:49:58.439476","2019-09-18 18:49:58.402983","AT7C4FRKY2","2019-09-19 14:40:22",364,FALSE
9713,"2019-09-18 18:42:52.316503","2019-09-18 18:42:52.278174","ATWGMH6GJK","2019-09-19 04:45:16",360,FALSE
9712,"2019-09-18 18:41:41.721041","2019-09-18 18:41:41.682451","ATH4F9RGND","2019-09-19 04:50:13",364,FALSE
9711,"2019-09-18 17:30:22.473842","2019-09-18 17:30:22.436826","ATDFZ2D6H7","2019-09-19 02:53:10",364,FALSE
9710,"2019-09-18 17:28:02.526707","2019-09-18 17:28:02.48995","ATZKCXHFYN","2019-09-19 02:53:10",364,FALSE
9709,"2019-09-18 17:27:10.568624","2019-09-18 17:27:10.52011","AT9X66F9TZ","2019-09-21 13:21:42",364,FALSE
9708,"2019-09-18 17:25:50.011395","2019-09-18 17:25:49.974291","ATPFE6AM6A","2019-09-19 07:38:52",364,FALSE
9707,"2019-09-18 17:25:07.674557","2019-09-18 17:25:07.626084","ATZZFARJKD","2019-09-21 13:21:42",364,FALSE
9706,"2019-09-18 17:23:06.325341","2019-09-18 17:23:06.267799","ATFWK3DT9G","2019-09-21 13:21:42",364,FALSE
9705,"2019-09-18 17:17:24.910662","2019-09-18 17:17:24.875076","AT3T6RFZET","2019-09-19 19:44:55",363,FALSE
9704,"2019-09-18 17:14:46.713442","2019-09-19 13:00:00","AT732F3XDW","2019-09-19 19:20:56",360,FALSE
9703,"2019-09-18 17:14:07.508804","2019-09-18 17:14:07.465734","ATTTZCEEDG","2019-09-19 02:21:36",210,FALSE
9702,"2019-09-18 17:13:24.845439","2019-09-19 13:00:00","ATMDPKZNZW","2019-09-19 23:21:22",360,FALSE
9701,"2019-09-18 17:10:21.246325","2019-09-18 17:10:20.858327","AT2A9F2GG9","2019-09-19 04:43:15",360,FALSE
9700,"2019-09-18 17:03:02.775896","2019-09-18 17:03:02.735847","ATNPCA3G6W","2019-09-19 02:16:57",204,FALSE
9699,"2019-09-18 17:02:28.559206","2019-09-18 17:02:28.52342","AT3WDR69CN","2019-09-19 03:00:06",363,FALSE
9698,"2019-09-18 16:00:21.52778","2019-09-18 16:00:21.491401","ATKCEDG9GK","2019-09-19 02:47:34",318,FALSE
9697,"2019-09-18 15:36:45.364613","2019-09-18 15:36:45.326389","ATJMXD94NC","2019-09-19 02:47:34",318,FALSE
9696,"2019-09-18 14:22:10.174063","2019-09-18 14:22:10.137731","ATHHTTF6HJ","2019-09-18 22:50:45",208,FALSE
9695,"2019-09-18 14:21:04.518272","2019-09-18 14:21:04.477689","ATTRY9J6M9","2019-09-19 01:51:28",363,FALSE
9694,"2019-09-18 13:29:31.186765","2019-09-18 13:29:31.091305","AT4CD6N6M4","2019-09-19 00:01:50",364,FALSE
9693,"2019-09-18 12:51:57.609851","2019-09-18 12:51:57.571372","ATGY3HMD7F","2019-09-18 20:38:09",208,FALSE
9692,"2019-09-18 11:37:37.308838","2019-09-18 11:37:37.260844","ATRR7Y9YF2","2019-09-19 01:00:26",218,FALSE
9691,"2019-09-18 03:58:22.085646","2019-09-18 03:58:22.045921","ATWMHND9WY","2019-09-18 14:24:07",208,FALSE
9690,"2019-09-17 20:55:41.723114","2019-09-17 20:55:41.660788","ATT3XKGCMA","2019-09-18 06:41:20",366,FALSE
9689,"2019-09-17 20:41:28.252419","2019-09-17 20:41:28.036814","ATTFM6442K","2019-09-18 05:54:40",366,FALSE
9688,"2019-09-17 19:36:09.216314","2019-09-17 19:36:09.173","ATFFHTDJ27","2019-09-18 04:16:01",327,FALSE
9687,"2019-09-17 19:29:34.947313","2019-09-17 19:29:34.899855","AT6ZPTPA49","2019-09-18 03:47:48",327,FALSE
9686,"2019-09-17 19:29:02.535569","2019-09-17 19:29:02.059841","AT7MCJYJZG","2019-09-18 10:54:03",211,FALSE
9685,"2019-09-17 19:23:13.978373","2019-09-17 19:23:13.939786","ATMCE6DAFN","2019-09-18 12:15:00",211,FALSE
9684,"2019-09-17 19:07:07.881201","2019-09-17 19:07:07.794045","ATP4C6PJ9N","2019-09-18 11:29:51",316,FALSE
9683,"2019-09-17 18:52:47.968574","2019-09-17 18:52:47.927967","ATDFYEH9C6","2019-09-18 05:17:26",367,FALSE
9682,"2019-09-17 18:52:11.015469","2019-09-17 18:52:10.945997","ATDK7KCZMG","2019-09-18 06:42:06",316,FALSE
9681,"2019-09-17 18:00:23.982417","2019-09-17 18:00:23.895185","AT4YDJRKAR","2019-09-18 01:45:18",363,FALSE
9680,"2019-09-17 17:22:44.339171","2019-09-17 17:22:44.288619","ATTKMMCG2P","2019-09-18 12:42:14",41,FALSE
9679,"2019-09-17 16:22:18.461024","2019-09-17 16:22:18.416928","AT9ME9AEMA","2019-09-18 03:34:32",231,FALSE
9678,"2019-09-17 16:13:14.907507","2019-09-17 16:13:14.853981","AT2N3FM3WR","2019-09-18 02:44:00",226,FALSE
9677,"2019-09-17 15:28:42.822546","2019-09-17 15:28:42.781477","ATAJP3RAX9","2019-09-18 03:34:32",231,FALSE
9676,"2019-09-17 14:08:43.389093","2019-09-17 14:08:42.79233","ATYFMENJ6W","2019-09-17 17:56:03",322,FALSE
9675,"2019-09-17 12:14:51.741575","2019-09-17 12:14:51.667762","ATCYKEP2ZE","2019-09-18 01:09:33",231,FALSE
9674,"2019-09-16 21:44:11.452811","2019-09-16 21:44:11.325598","AT7KD4M36E","2019-09-17 01:02:37",224,FALSE
9673,"2019-09-16 21:15:04.89336","2019-09-16 21:15:04.701726","AT3E4A4A24","2019-09-17 14:43:10",231,FALSE
9672,"2019-09-16 17:33:03.394573","2019-09-16 17:33:03.345145","AT9YYMCDWJ","2019-09-17 12:36:26",209,FALSE
9671,"2019-09-16 16:51:26.291099","2019-09-16 16:51:25.32709","ATFMHCPYYZ","2019-09-16 19:02:49",366,FALSE
9670,"2019-09-16 16:47:12.701143","2019-09-16 16:47:12.626035","ATKP2TGJDD","2019-09-17 02:38:37",366,FALSE
9669,"2019-09-16 16:33:19.284455","2019-09-16 16:33:19.202622","ATTCZPPN6W","2019-09-17 03:35:08",316,FALSE
9668,"2019-09-16 16:29:30.736992","2019-09-16 16:29:30.642416","ATREWFHGWJ","2019-09-17 04:44:02",316,FALSE
9667,"2019-09-16 16:13:56.239364","2019-09-16 16:13:56.172764","ATXME43DGX","2019-09-17 04:00:27",209,FALSE
9666,"2019-09-16 15:59:04.479766","2019-09-16 15:59:04.311406","ATTRT2XNE6","2019-09-17 04:44:02",316,FALSE
9665,"2019-09-13 19:43:21.864381","2019-09-13 19:43:21.808146","ATYHMYACW6","2019-09-14 10:45:32",360,FALSE
9664,"2019-09-13 19:34:12.01317","2019-09-13 19:34:11.969998","ATAZGPPDC3","2019-09-14 07:16:58",231,FALSE
9663,"2019-09-13 18:56:12.249981","2019-09-13 18:56:12.202689","ATT9GZMYNH","2019-09-14 08:04:26",209,FALSE
9662,"2019-09-13 18:39:31.689925","2019-09-13 18:39:31.644938","ATT3JZDZHR","2019-09-14 08:04:26",209,FALSE
9661,"2019-09-13 15:48:31.859258","2019-09-13 15:48:31.807376","ATC9RKHFPH","2019-09-13 22:30:32",316,FALSE
9660,"2019-09-13 15:27:55.837771","2019-09-13 15:27:55.791544","AT94KP2FXM","2019-09-13 17:59:39",360,FALSE
9659,"2019-09-13 15:12:27.914751","2019-09-13 15:12:27.843301","AT9NTJX6X7","2019-09-14 02:18:15",360,FALSE
9658,"2019-09-13 14:37:28.536082","2019-09-13 14:37:28.487915","ATAZC4W2GT","2019-09-14 00:49:03",204,FALSE
9657,"2019-09-13 14:19:12.177874","2019-09-13 14:19:12.04237","ATWX7XX3R6","2019-09-13 17:21:27",364,FALSE
9656,"2019-09-13 14:04:12.117893","2019-09-13 14:04:12.067034","ATMCFGP3JN","2019-09-14 04:06:39",364,FALSE
9655,"2019-09-13 13:18:10.142919","2019-09-13 13:18:10.073277","AT7NFZ2RPY","2019-09-14 02:27:13",360,FALSE
9654,"2019-09-13 13:13:25.143873","2019-09-13 13:13:25.078986","AT7EDY3W7K","2019-09-14 00:12:51",317,FALSE
9653,"2019-09-12 23:26:31.31589","2019-09-12 23:26:31.257566","AT9A4C3FPC","2019-09-13 11:20:12",208,FALSE
9652,"2019-09-12 23:17:28.079821","2019-09-12 23:17:27.872014","AT9TZ3GNKE","2019-09-13 11:20:12",208,FALSE
9651,"2019-09-12 21:39:18.318185","2019-09-12 21:39:18.261995","AT6KCFCXMZ","2019-09-13 07:15:39",365,FALSE
9650,"2019-09-12 20:40:50.251018","2019-09-12 20:40:50.203438","AT7WJMTDAH","2019-09-13 19:33:42",360,FALSE
9649,"2019-09-12 20:31:05.864966","2019-09-12 20:31:05.822673","ATACG3AWPT","2019-09-13 13:00:00",211,TRUE
9648,"2019-09-12 20:28:36.77775","2019-09-12 20:28:36.73454","ATG9WX7MC7","2019-09-13 13:48:34",211,FALSE
9647,"2019-09-12 20:17:53.086845","2019-09-12 20:17:53.040341","ATRPKTHXFJ","2019-09-13 05:57:15",211,FALSE
9646,"2019-09-12 20:15:27.905687","2019-09-12 20:15:27.864753","ATZ4GM9NCG","2019-09-13 04:50:00",211,TRUE
9645,"2019-09-12 20:09:37.032","2019-09-12 20:09:36.992832","ATX9DNATPZ","2019-09-13 14:04:24",320,FALSE
9644,"2019-09-12 19:28:39.896108","2019-09-12 19:28:39.79654","ATFFYPDRGG","2019-09-13 16:30:00",231,FALSE
9643,"2019-09-12 18:52:21.87047","2019-09-12 18:52:21.824155","ATT2DJD294","2019-09-12 21:23:37",360,FALSE
9642,"2019-09-12 18:37:04.857197","2019-09-12 18:37:04.80889","AT2GDHHGWE","2019-09-13 19:33:42",360,FALSE
9641,"2019-09-12 18:24:11.843596","2019-09-12 18:24:11.804979","ATH2YJXGWZ","2019-09-13 11:14:15",320,FALSE
9640,"2019-09-12 17:41:04.546803","2019-09-12 17:41:04.005035","ATT2YXTWTZ","2019-09-12 21:10:37",364,FALSE
9639,"2019-09-12 16:04:54.635698","2019-09-12 16:04:54.600626","ATNXXH2ADR","2019-09-13 02:27:13",204,FALSE
9638,"2019-09-12 15:42:07.772984","2019-09-12 15:42:07.734473","AT3EDMNN9G","2019-09-13 02:25:52",208,FALSE
9637,"2019-09-12 15:22:51.117023","2019-09-12 15:22:51.081885","AT2FEWD7RX","2019-09-13 01:35:56",208,FALSE
9636,"2019-09-12 15:10:18.793209","2019-09-12 15:10:18.756323","ATTFDEGEAE","2019-09-13 19:33:43",204,FALSE
9635,"2019-09-12 15:01:41.399286","2019-09-12 15:01:41.359485","ATZ4E7GX34","2019-09-12 18:26:43",204,FALSE
9634,"2019-09-12 14:07:48.231916","2019-09-12 14:07:48.195561","ATP36JANRP","2019-09-13 02:29:34",316,FALSE
9633,"2019-09-12 13:58:58.401845","2019-09-12 13:58:58.349572","ATMXAFD3XX","2019-09-13 01:27:54",316,FALSE
9632,"2019-09-12 13:57:42.398282","2019-09-12 13:57:42.356408","ATC62H2DC3","2019-09-13 01:14:19",316,FALSE
9631,"2019-09-12 09:06:32.86459","2019-09-12 14:06:00","ATCPWDR69E","2019-09-13 06:17:10",360,FALSE
9630,"2019-09-12 09:05:33.265313","2019-09-12 13:05:00","AT2P42GMMY","2019-09-12 19:44:06",360,FALSE
9629,"2019-09-11 22:46:08.258767","2019-09-11 22:46:08.215511","ATYCRTP69R","2019-09-12 12:06:39",41,FALSE
9628,"2019-09-11 22:36:58.574999","2019-09-11 22:36:58.528892","ATRXAAEMPM","2019-09-12 12:06:39",41,FALSE
9627,"2019-09-11 22:07:09.732262","2019-09-11 22:07:09.677414","AT6F6JX9AD","2019-09-12 01:46:14",208,FALSE
9626,"2019-09-11 21:56:00.823508","2019-09-11 21:56:00.770344","ATDN6NTTDN","2019-09-12 12:07:33",208,FALSE
9625,"2019-09-11 21:24:37.459355","2019-09-11 21:24:37.419371","ATFWN6NRAZ","2019-09-12 12:09:33",41,FALSE
9624,"2019-09-11 19:20:24.680218","2019-09-11 19:20:24.636476","AT7AXNATTY","2019-09-12 14:03:51",320,FALSE
9623,"2019-09-11 18:55:40.938119","2019-09-11 18:55:40.87505","ATTJDJ9AJ7","2019-09-11 21:43:30",208,FALSE
9622,"2019-09-11 18:36:35.966231","2019-09-11 18:36:35.910073","ATT93M6D33","2019-09-11 21:22:46",208,FALSE
9621,"2019-09-11 18:15:38.782244","2019-09-11 18:15:38.130317","ATP49AMF4D","2019-09-11 21:02:48",208,FALSE
9620,"2019-09-11 17:09:28.586657","2019-09-11 17:09:28.538418","ATYRYDXC3K","2019-09-12 03:55:42",208,FALSE
9619,"2019-09-11 16:21:32.179054","2019-09-11 16:21:32.139332","ATN4ZE4RJH","2019-09-12 03:56:50",317,FALSE
9618,"2019-09-11 16:21:03.718887","2019-09-11 16:21:03.6592","ATEFNRZ6TM","2019-09-12 03:56:50",317,FALSE
9617,"2019-09-11 16:18:29.561228","2019-09-11 16:18:29.511307","ATAWNXRG6K","2019-09-12 03:56:50",317,FALSE
9616,"2019-09-11 15:41:27.756524","2019-09-11 15:41:27.701358","ATJYPMXJXD","2019-09-12 02:48:51",318,FALSE
9615,"2019-09-11 15:28:12.008369","2019-09-11 15:28:11.957644","ATTP4K26KY","2019-09-12 05:02:52",231,FALSE
9614,"2019-09-11 15:16:08.635566","2019-09-11 15:16:08.58606","ATXXY9X6MM","2019-09-11 23:53:04",316,FALSE
9613,"2019-09-11 15:15:11.556484","2019-09-11 15:15:11.471269","ATMJAYJGKW","2019-09-11 18:44:04",316,FALSE
9612,"2019-09-11 01:02:25.238204","2019-09-11 01:02:25.198221","ATGRATD99C","2019-09-11 03:25:51",360,FALSE
9611,"2019-09-10 23:15:50.894949","2019-09-11 13:00:00","ATHEKMRK9R","2019-09-11 21:28:26",360,FALSE
9610,"2019-09-10 23:14:14.146088","2019-09-10 23:14:14.104052","ATJXZ4E67H","2019-09-11 13:33:13",360,FALSE
9609,"2019-09-10 23:13:25.989403","2019-09-12 01:00:00","ATE94GJ2GD","2019-09-12 01:55:02",360,FALSE
9608,"2019-09-10 19:08:17.206885","2019-09-10 19:08:17.173527","ATZTAJD7ZR","2019-09-11 04:49:44",364,FALSE
9607,"2019-09-10 17:10:05.13789","2019-09-10 17:10:05.090028","ATHFZA49YZ","2019-09-11 01:24:19",316,FALSE
9606,"2019-09-10 16:47:30.638607","2019-09-10 16:47:30.592718","ATNGADGD2D","2019-09-11 12:09:46",204,FALSE
9605,"2019-09-10 16:07:22.006752","2019-09-10 16:07:21.94869","ATPR9P7GEX","2019-09-11 04:43:25",204,FALSE
9604,"2019-09-10 15:37:26.027348","2019-09-10 15:37:25.993404","ATE3W2JXEE","2019-09-11 05:14:32",231,FALSE
9603,"2019-09-10 15:17:29.441544","2019-09-10 15:17:29.406845","ATKH3JA697","2019-09-11 03:47:51",14,FALSE
9602,"2019-09-10 14:14:15.222933","2019-09-10 14:14:15.176856","ATXYZNF672","2019-09-10 23:51:00",322,FALSE
9601,"2019-09-10 14:08:02.220728","2019-09-10 14:08:02.134641","ATGFJ6KFPF","2019-09-10 23:50:22",365,FALSE
9600,"2019-09-10 13:24:21.740438","2019-09-10 13:24:21.697445","ATZDYFM7TY","2019-09-10 22:00:34",360,FALSE
9599,"2019-09-10 13:15:48.21138","2019-09-10 13:15:48.167862","AT6G9K2YM6","2019-09-10 21:44:27",360,FALSE
9598,"2019-09-10 12:52:17.15895","2019-09-10 12:52:17.11952","ATAG2F6WHW","2019-09-11 01:10:33",211,FALSE
9597,"2019-09-10 00:34:31.430082","2019-09-10 00:34:31.398101","ATXNPG364P","2019-09-10 11:53:18",204,FALSE
9596,"2019-09-10 00:33:57.582132","2019-09-10 00:33:57.545389","ATHD3NZDER","2019-09-10 11:53:18",204,FALSE
9595,"2019-09-09 20:43:12.537982","2019-09-11 13:00:00","ATKX7FRAPJ","2019-09-11 23:19:28",320,FALSE
9594,"2019-09-09 20:29:19.89619","2019-09-09 20:29:19.418628","ATXH9T2GZY","2019-09-10 00:55:44",211,FALSE
9593,"2019-09-09 20:25:04.345087","2019-09-10 14:00:00","ATPP6G7JM2","2019-09-11 23:00:00",204,FALSE
9592,"2019-09-09 20:23:41.610898","2019-09-10 15:00:00","ATPZT9XW4P","2019-09-11 00:52:12",204,FALSE
9591,"2019-09-09 19:22:19.974032","2019-09-09 19:22:19.832962","ATADMZPYH2","2019-09-10 15:01:26",231,FALSE
9590,"2019-09-09 17:58:03.384398","2019-09-11 12:00:00","ATTGGTKAX7","2019-09-11 21:43:44",320,FALSE
9589,"2019-09-09 17:56:56.832264","2019-09-11 13:00:00","ATG6NFTNR2","2019-09-11 23:19:28",320,FALSE
9588,"2019-09-09 17:50:16.441636","2019-09-10 13:00:00","ATFJ7DMJAT","2019-09-10 23:19:30",320,FALSE
9587,"2019-09-09 17:49:11.200831","2019-09-10 14:00:00","ATTYEFXRHY","2019-09-11 00:56:42",320,FALSE
9586,"2019-09-09 17:42:14.786824","2019-09-10 15:00:00","AT4RPP9HAP","2019-09-11 00:57:03",320,FALSE
9585,"2019-09-09 16:40:07.567114","2019-09-09 16:40:07.520327","ATFJNT2RKY","2019-09-10 06:44:57",364,FALSE
